#,No. expediente,Parte actora,Parte demandada,Parte notificada,Fecha de  publicación,Síntesis,Sala,Magistrado,Secretario,Expediente
35,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",14-10-2024,"Se da cuenta con el escrito presentado en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal el 27/08/2024, por la que la representante de la parte actora, comparece en atención al requerimiento formulado por acuerdo de 02/08/2024, describiendo los escritos que forman parte del expediente administrativo. Se tienen por hechas las manifestaciones.",PRIMERA SALA REGIONAL DE OCCIDENTE,MANUEL EDUARDO MENDOZA JIMENEZ,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
36,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA","INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.",14-10-2024,"Se da cuenta con el escrito presentado en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal el 27/08/2024, por la que la representante de la parte actora, comparece en atención al requerimiento formulado por acuerdo de 02/08/2024, describiendo los escritos que forman parte del expediente administrativo. Se tienen por hechas las manifestaciones.",PRIMERA SALA REGIONAL DE OCCIDENTE,MANUEL EDUARDO MENDOZA JIMENEZ,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
37,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",14-10-2024,"Se comunica a las partes que, mediante Acuerdo G/JGA/27/2024, emitido por la Junta de Gobierno y Administración de este Tribunal dictado el 2 de agosto de 2024, se aprobó la adscripción del Magistrado Manuel Eduardo Mendoza Jiménez a la Primera Ponencia de la Primera Sala Regional de Occidente.",PRIMERA SALA REGIONAL DE OCCIDENTE,MANUEL EDUARDO MENDOZA JIMENEZ,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
38,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA","INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.",14-10-2024,"Se comunica a las partes que, mediante Acuerdo G/JGA/27/2024, emitido por la Junta de Gobierno y Administración de este Tribunal dictado el 2 de agosto de 2024, se aprobó la adscripción del Magistrado Manuel Eduardo Mendoza Jiménez a la Primera Ponencia de la Primera Sala Regional de Occidente.",PRIMERA SALA REGIONAL DE OCCIDENTE,MANUEL EDUARDO MENDOZA JIMENEZ,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
39,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",REPRESENTANTE LEGAL DE LOS TERCEROS INTERESADOS: SINDICATO INDUSTRIA DE TRABAJADORES EN MOLINOS PARA NIXTAMAL Y SIMILARES DE JALISCO,09-10-2024,"En cumplimiento a la sentencia emitida por la Sala Superior de este Tribunal, se procede a la verificación del expediente administrativo, advirtiéndose que la autoridad acompañó la mayoría de las documentales ofrecidas, por lo que se tienen por admitidas; sin embargo, se hace efectivo el apercibimiento, con relación a las documentales que resultan ilegibles.",PRIMERA SALA REGIONAL DE OCCIDENTE,MANUEL EDUARDO MENDOZA JIMENEZ,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
40,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",REPRESENTANTE LEGAL DE LOS TERCEROS INTERESADOS: SINDICATO INDUSTRIA DE TRABAJADORES EN MOLINOS PARA NIXTAMAL Y SIMILARES DE JALISCO,09-10-2024,"Se comunica a las partes que, mediante Acuerdo G/JGA/27/2024, emitido por la Junta de Gobierno y Administración de este Tribunal dictado el 2 de agosto de 2024, se aprobó la adscripción del Magistrado Manuel Eduardo Mendoza Jiménez a la Primera Ponencia de la Primera Sala Regional de Occidente.",PRIMERA SALA REGIONAL DE OCCIDENTE,MANUEL EDUARDO MENDOZA JIMENEZ,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
41,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",REPRESENTANTE LEGAL DE LOS TERCEROS INTERESADOS: SINDICATO INDUSTRIA DE TRABAJADORES EN MOLINOS PARA NIXTAMAL Y SIMILARES DE JALISCO,09-10-2024,"Se da cuenta con el escrito presentado en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal el 27/08/2024, por la que la representante de la parte actora, comparece en atención al requerimiento formulado por acuerdo de 02/08/2024, describiendo los escritos que forman parte del expediente administrativo. Se tienen por hechas las manifestaciones.",PRIMERA SALA REGIONAL DE OCCIDENTE,MANUEL EDUARDO MENDOZA JIMENEZ,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
42,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",REPRESENTANTE LEGAL DE LOS TERCEROS INTERESADOS: SINDICATO INDUSTRIA DE TRABAJADORES EN MOLINOS PARA NIXTAMAL Y SIMILARES DE JALISCO,09-10-2024,"Se da cuenta con el escrito presentado en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal el 28/08/2024, por el que el representante de los terceros comparece a designar perito de su parte. Apreciando que fue omiso en indicar su domicilio, se requiere para que en el término de tres días lo señale.",PRIMERA SALA REGIONAL DE OCCIDENTE,MANUEL EDUARDO MENDOZA JIMENEZ,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
43,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",19-08-2024,"Apreciando de autos que por acuerdo de esta misma fecha se ordenó que en atención a la sentencia emitida por la Primera Sección de la Sala Superior de este Tribunal, se reponga el procedimiento; en consecuencia, se atienden los puntos emitidos en la sentencia de mérito. Se tiene por apersonado a la autoridad referida. Se requiere al representante de los terceros interesados para que señale perito contable de su parte y si a sus intereses conviene amplíe el cuestionario. Asimismo se requiere a la parte actora para que descrita las documentales a las que se hace referencia.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
44,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA","INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.",19-08-2024,"Apreciando de autos que por acuerdo de esta misma fecha se ordenó que en atención a la sentencia emitida por la Primera Sección de la Sala Superior de este Tribunal, se reponga el procedimiento; en consecuencia, se atienden los puntos emitidos en la sentencia de mérito. Se tiene por apersonado a la autoridad referida. Se requiere al representante de los terceros interesados para que señale perito contable de su parte y si a sus intereses conviene amplíe el cuestionario. Asimismo se requiere a la parte actora para que descrita las documentales a las que se hace referencia.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
45,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",19-08-2024,"Se da cuenta con el oficio ingresado el 25/06/2024 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por el que el Secretario Adjunto de Acuerdos de la Segunda Sección de la Sala Superior de este Tribunal, remite los autos que integran el presente juicio, su expediente administrativo, así como la copia certificada de la sentencia por la que se ordenó regularizar el procedimiento. Se acusa de recibo y se turna al Magistrado Instructor para que proceda a su cumplimiento.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
46,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA","INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.",19-08-2024,"Se da cuenta con el oficio ingresado el 25/06/2024 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por el que el Secretario Adjunto de Acuerdos de la Segunda Sección de la Sala Superior de este Tribunal, remite los autos que integran el presente juicio, su expediente administrativo, así como la copia certificada de la sentencia por la que se ordenó regularizar el procedimiento. Se acusa de recibo y se turna al Magistrado Instructor para que proceda a su cumplimiento.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
47,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",REPRESENTANTE LEGAL DE LOS TERCEROS INTERESADOS: SINDICATO INDUSTRIA DE TRABAJADORES EN MOLINOS PARA NIXTAMAL Y SIMILARES DE JALISCO,15-08-2024,"Advirtiendo que por acuerdo de 15/11/2022 se concedió término a la autoridad para que si a sus intereses convenía ampliara el cuestionario propuesto por la accionante para el desahogo de la prueba pericial contable, sin que compareciera para tal efecto, en consecuencia, se tiene por precluido su derecho para tal efecto. Asimismo, apreciando de autos que los peritos de las partes, designados para el desahogo de la prueba pericial en materia contable ya aceptaron el cargo que les fue conferido, se les concede un término de 15 días hábiles para rendir y ratificar el mismo, apercibidos que en caso de incumplimiento únicamente se considerará el dictamen rendido y ratificado en el plazo concedido; haciéndose de su conocimiento que la copia simple del cuestionario, se encuentra a su disposición en las instalaciones que ocupa esta Primera Sala.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
48,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",REPRESENTANTE LEGAL DE LOS TERCEROS INTERESADOS: SINDICATO INDUSTRIA DE TRABAJADORES EN MOLINOS PARA NIXTAMAL Y SIMILARES DE JALISCO,15-08-2024,"Toda vez que en cumplimiento a la interlocutoria de 27/06/2022, se debe de continuar con la tramitación del presente asunto, en consecuencia, se deja sin efectos el acuerdo de 05/01/2021. En virtud de lo anterior, SE TIENE POR CONTESTADA LA DEMANDA. Se tienen por admitidas las pruebas ofrecidas, así como el expediente administrativo y el perito de su parte. Se tiene por señalado como domicilio para oír y recibir notificaciones el mencionado, por designados a sus delegados. Se ordena dar vista a la actora para los efectos legales correspondientes. Se requiere a la actora para que exhiba el cuestionario a desahogar en la prueba pericial en los términos de ley.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
49,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",REPRESENTANTE LEGAL DE LOS TERCEROS INTERESADOS: SINDICATO INDUSTRIA DE TRABAJADORES EN MOLINOS PARA NIXTAMAL Y SIMILARES DE JALISCO,14-08-2024,"Apreciando de autos que por acuerdo de esta misma fecha se ordenó que en atención a la sentencia emitida por la Primera Sección de la Sala Superior de este Tribunal, se reponga el procedimiento; en consecuencia, se atienden los puntos emitidos en la sentencia de mérito. Se tiene por apersonado a la autoridad referida. Se requiere al representante de los terceros interesados para que señale perito contable de su parte y si a sus intereses conviene amplíe el cuestionario. Asimismo se requiere a la parte actora para que descrita las documentales a las que se hace referencia.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
50,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",REPRESENTANTE LEGAL DE LOS TERCEROS INTERESADOS: SINDICATO INDUSTRIA DE TRABAJADORES EN MOLINOS PARA NIXTAMAL Y SIMILARES DE JALISCO,14-08-2024,"Se da cuenta con el oficio ingresado el 25/06/2024 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por el que el Secretario Adjunto de Acuerdos de la Segunda Sección de la Sala Superior de este Tribunal, remite los autos que integran el presente juicio, su expediente administrativo, así como la copia certificada de la sentencia por la que se ordenó regularizar el procedimiento. Se acusa de recibo y se turna al Magistrado Instructor para que proceda a su cumplimiento.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
51,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA","INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.",11-12-2023,"Se da cuenta con el oficio presentado el 28/11/2023, por el que el Encargado de la Coordinación Operativa Jalisco de Correos de México, remite copia del acuse de recibo de la pieza postal descrita e informa fecha de entrega su destinatario. Se ordena agregar en autos los anexos que exhibe, dejándose sin efectos el apercibimiento decretado por auto de 17/11/2023.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
52,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",11-12-2023,"Se da cuenta con el oficio presentado el 28/11/2023, por el que el Encargado de la Coordinación Operativa Jalisco de Correos de México, remite copia del acuse de recibo de la pieza postal descrita e informa fecha de entrega su destinatario. Se ordena agregar en autos los anexos que exhibe, dejándose sin efectos el apercibimiento decretado por auto de 17/11/2023.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
53,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",REPRESENTANTE LEGAL DE LOS TERCEROS INTERESADOS: SINDICATO INDUSTRIA DE TRABAJADORES EN MOLINOS PARA NIXTAMAL Y SIMILARES DE JALISCO,06-12-2023,"Se da cuenta con el oficio presentado el 28/11/2023, por el que el Encargado de la Coordinación Operativa Jalisco de Correos de México, remite copia del acuse de recibo de la pieza postal descrita e informa fecha de entrega su destinatario. Se ordena agregar en autos los anexos que exhibe, dejándose sin efectos el apercibimiento decretado por auto de 17/11/2023.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
54,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",29-11-2023,"Se da cuenta con la promoción ingresada el 15/11/2023 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por el Encargado de la Coordinación Operativa Jalisco de Correos de México. En virtud de que la pieza postal remitida no corresponde al expediente en que se actúa; se requiere nuevamente, para que en el término de 5 días remita la pieza postal correcta.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
55,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA","INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.",29-11-2023,"Se da cuenta con la promoción ingresada el 15/11/2023 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por el Encargado de la Coordinación Operativa Jalisco de Correos de México. En virtud de que la pieza postal remitida no corresponde al expediente en que se actúa; se requiere nuevamente, para que en el término de 5 días remita la pieza postal correcta.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
56,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",REPRESENTANTE LEGAL DE LOS TERCEROS INTERESADOS: SINDICATO INDUSTRIA DE TRABAJADORES EN MOLINOS PARA NIXTAMAL Y SIMILARES DE JALISCO,24-11-2023,"Se da cuenta con la promoción ingresada el 15/11/2023 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por el Encargado de la Coordinación Operativa Jalisco de Correos de México. En virtud de que la pieza postal remitida no corresponde al expediente en que se actúa; se requiere nuevamente, para que en el término de 5 días remita la pieza postal correcta.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
57,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA","INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.",17-11-2023,"Se da cuenta con el oficio depositado en la administración de correos de México en la Ciudad de México e ingresado el 06/11/2023 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por el cual el Secretario Adjunto de Acuerdos de la Segunda Sección de la Sala Superior de este Tribunal, solicita se informe el estado procesal del presente juicio. Se comunica.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
58,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA","INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.",17-11-2023,"Visto el estado que guardan los autos del expediente en el que se actúa y observando que a la fecha del presente acuerdo no obra el acuse del registrado, despachado el 29/09/2022 dirigido al tercero interesado referido, mediante atento oficio que al efecto se gire al Coordinador de Operación Jalisco, de Correos de México, solicítesele que en el término de 5 días hábiles, remita a esta Sala los acuses de recibo, o en su caso informe la fecha de entrega a su destinatario.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
59,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",17-11-2023,"Se da cuenta con el oficio depositado en la administración de correos de México en la Ciudad de México e ingresado el 06/11/2023 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por el cual el Secretario Adjunto de Acuerdos de la Segunda Sección de la Sala Superior de este Tribunal, solicita se informe el estado procesal del presente juicio. Se comunica.",PRIMERA SALA REGIONAL DE OCCIDENTE,EDGARD APOLONIO SANDOVAL BERBER,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
